street,number,neighborhood,city,state,country,zipcode,store_id,store_name
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,1335,ILUIMIRO 
Rua Itacaiúna,,São Paulo,São Paulo,05716-150,Brasil,05716-150,1338,OIGPUARO 
Rua Itacaiúna,,São Paulo,São Paulo,05716-150,Brasil,05716-150,1344,CAI RIRAMARI 
Rua Felisbela Gonçalves,,Vila Formosa,São Paulo,São Paulo,Brasil,03342-900,1345,CAI RIRAMARI 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,1378,SSIRIVSGA 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,1381,ILUIMIRO 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,1383,UMALACISI 
Shopping Villa Lobos,4777,Avenida Doutora Ruth Cardoso,Boaçava,Alto de Pinheiros,Brasil,05477-902,1395,IUMZUMUAC FAM 
Shopping Villa Lobos,4777,Avenida Doutora Ruth Cardoso,Boaçava,Alto de Pinheiros,Brasil,05477-902,1397,IRM SILG 
525,,Rio Branco,Porto Alegre,Rio Grande do Sul,Brasil,90630-160,1399,RUSU 
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,1401,SUPUR GRALA
Rua Itacaiúna,,São Paulo,São Paulo,05716-150,Brasil,05716-150,1404,GAIVIMUI PIPO 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,1406,SUPUR GRALA
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,1409,PAMACIS 
Rua Felisbela Gonçalves,,Vila Formosa,São Paulo,São Paulo,Brasil,03342-900,1411,CIRACIOU 
Rua Felisbela Gonçalves,,Vila Formosa,São Paulo,São Paulo,Brasil,03342-900,1412,ISZUI 
Avenida Luís Carlos Prestes,,Rio de Janeiro,Rio de Janeiro,22640-120,Brasil,22640-120,1413,LUVAES 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,1415,LUVAES 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,1416,LUVAES 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,1419,PLIMUMIO 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,1428,SILAMIS 
Avenida Luís Carlos Prestes,,Rio de Janeiro,Rio de Janeiro,22640-120,Brasil,22640-120,1431,UMACAU 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,1432,LUPI 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,1433,RIOPULLAMU 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,1435,USIFLUS 
Avenida Luís Carlos Prestes,,Rio de Janeiro,Rio de Janeiro,22640-120,Brasil,22640-120,1437,EULIRUM 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,1438,RIOPULLAMU 
Rua Itacaiúna,,São Paulo,São Paulo,05716-150,Brasil,05716-150,1442,AIEMAMIMU IU PRUSEM
BarraShoppingSul,300,Avenida Diário de Notícias,Cristal,Porto Alegre,Brasil,90810-080,1454,RUGI SMIRU CICIU SZIS 
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,1455,CICIU SZIS 
Rua Felisbela Gonçalves,,Vila Formosa,São Paulo,São Paulo,Brasil,03342-900,1458,RUGI SMIRU CICIU SZIS 
Rua Felisbela Gonçalves,,Vila Formosa,São Paulo,São Paulo,Brasil,03342-900,1460,CIARUM SMUOLUMS 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,1473,PILRUARIS SMIRU 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,1474,IMICIPRA 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,1477,CLUPU RULASSI 
Rua Garcia,,Rio de Janeiro,Rio de Janeiro,22631-002,Brasil,22631-002,1482,SSIRIVSGA 
Avenida Nossa Senhora de Copacabana,,Copacabana,Rio de Janeiro,Rio de Janeiro,Brasil,22060-002,1492,ZURAMG CIPICIPIMI 
Galeria Kinoplex,,Catete,Rio de Janeiro,Rio de Janeiro,Brasil,22220-901,1495,ZURAMG CIMUMU 
RioSul,116,Rua Lauro Müller,Botafogo,Rio de Janeiro,Brasil,22299-900,1496,ZURAMG RAI SUA
Avenida Nelson Mufarrej,,Rio de Janeiro,Rio de Janeiro,22775-904,Brasil,22775-904,1497,ZURAMG 
Rua Victor Civita,,Barra Olímpica,Rio de Janeiro,Rio de Janeiro,Brasil,22775-039,1498,ZURAMG IRURACIS 
102,,Saara,Centro,Rio de Janeiro,Brasil,20070-030,1507,ZURAMG CUMURI 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,1508,IMACIS CIRIA
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,1512,VAI RAI 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,1515,AIEMAMIMU IU PRUSEM
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,1519,IPIQA 
Hospital Sancta Maggiore Paraíso,1137,Rua Maestro Cardim,Bela Vista,Vila Mariana,Brasil,01323-001,1520,IPIQA 
Avenida Luís Carlos Prestes,,Rio de Janeiro,Rio de Janeiro,22640-120,Brasil,22640-120,1528,EULARAI MRIPACIA
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,1529,ÂRPIR PILMACI 
BarraShoppingSul,300,Avenida Diário de Notícias,Cristal,Porto Alegre,Brasil,90810-080,1530,SUPSIO 
Rua Dianópolis,,Mooca,São Paulo,São Paulo,Brasil,03127-060,1538,CISI PIUEUEMI 
Shopping Villa Lobos,4777,Avenida Doutora Ruth Cardoso,Boaçava,Alto de Pinheiros,Brasil,05477-902,1539,CISI PIUEUEMI 
,,,,,,,1551,PRIMGIPA
BarraShoppingSul,300,Avenida Diário de Notícias,Cristal,Porto Alegre,Brasil,90810-080,1556,PIPRU SUIM 
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,1560,MUG 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,1568,EUCI SGAM 
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,1571,EURECA MPECILIMUS 
Avenida Luís Carlos Prestes,,Rio de Janeiro,Rio de Janeiro,22640-120,Brasil,22640-120,1579,ILAVI 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,1583,LUVAES 
Botafogo Praia Shopping,400,Praia de Botafogo,Botafogo,Rio de Janeiro,Brasil,22250-040,1584,LUVAES 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,1586,EULARAI MRIPACIA
Avenida Embaixador Abelardo Bueno,,Rio de Janeiro,Rio de Janeiro,22775-039,Brasil,22775-039,1587,EULARAI MRIPACIA
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,1589,R RIRMIM 
Avenida Luís Carlos Prestes,,Rio de Janeiro,Rio de Janeiro,22640-120,Brasil,22640-120,1590,ISZUI 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,1591,PUZAMZI E CAI 
Rua Esculápio,,Rio de Janeiro,Rio de Janeiro,23042-500,Brasil,23042-500,1594,CZAMULIMACIS 
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,1600,PILRAPO 
Shopping Vila Olímpia,360,Rua Olimpíadas,Vila Olímpia,Itaim Bibi,Brasil,04551-000,1601,MIOURIOU 
Hospital Sancta Maggiore Paraíso,1137,Rua Maestro Cardim,Bela Vista,Vila Mariana,Brasil,01323-001,1602,MIOURIOU 
Rua Felisbela Gonçalves,,Vila Formosa,São Paulo,São Paulo,Brasil,03342-900,1603,MIOURIOU 
,,,,,,,1606,PIARIUARI
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,1607,EPOSIRPI 
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,1608,CZALLA PUIMS LISI 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,1609,SIRSUMG 
Festval Silva Jardim,,Rebouças,Curitiba,Paraná,Brasil,80230-000,1610,SIRSUMG 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,1612,SIRSUMG 
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,1620,META EASSU PURUMACU 
Avenida Luís Carlos Prestes,,Rio de Janeiro,Rio de Janeiro,22640-120,Brasil,22640-120,1621,META EASSU PURUMACU 
Rua Felisbela Gonçalves,,Vila Formosa,São Paulo,São Paulo,Brasil,03342-900,1622,META EASSU PURUMACU 
Hospital Sancta Maggiore Paraíso,1137,Rua Maestro Cardim,Bela Vista,Vila Mariana,Brasil,01323-001,1629,SIRLE MUMUAS 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,1630,PIR DA URSI 
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,1632,GRUGIRO 
,,,,,,,1633,PIRAGUAM
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,1634,ITAOUS 
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,1635,PIPCIRM GIUARUM 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,1636,PRUSUMA OUS IMSIS 
Hospital Sancta Maggiore Paraíso,1137,Rua Maestro Cardim,Bela Vista,Vila Mariana,Brasil,01323-001,1641,CIRACIOU 
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,1642,CIRACIOU 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,1647,CIRACIOU 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,1649,PIRPALA 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,1661,PUGUM 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,1664,SPILUMI 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,1667,CLACAO SLARU 
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,1674,VUSMUR 
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,1679,CUMOIARAS 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,1680,MAP MIP 
Avenida Embaixador Abelardo Bueno,,Rio de Janeiro,Rio de Janeiro,22775-039,Brasil,22775-039,1681,ZIM ME MUMEUR 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,1685,CUMOIARAS 
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,1693,ACULIS MRAMIM 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,1696,SUPUR GRALA
Shopping Vila Olímpia,360,Rua Olimpíadas,Vila Olímpia,Itaim Bibi,Brasil,04551-000,1704,MIUMSAU 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,1705,CIMRIM 
Avenida Luís Carlos Prestes,,Rio de Janeiro,Rio de Janeiro,22640-120,Brasil,22640-120,1721,CIRACIOU 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,1723,CIRACIOU 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,1728,PASCIAMU 
Shopping Rio Design Barra,7777,Avenida das Américas,Américas Park,Barra da Tijuca,Brasil,22793-081,1729,CIRACIOU 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,1730,CIRACIOU 
Avenida Luís Carlos Prestes,,Rio de Janeiro,Rio de Janeiro,22640-120,Brasil,22640-120,1739,CIMRIM 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,1745,PUGUM 
Hospital Sancta Maggiore Paraíso,1137,Rua Maestro Cardim,Bela Vista,Vila Mariana,Brasil,01323-001,1748,SSIRIVSGA 
Avenida Luís Carlos Prestes,,Rio de Janeiro,Rio de Janeiro,22640-120,Brasil,22640-120,1772,IMIUGA VUGIMI 
Shopping Villa Lobos,4777,Avenida Doutora Ruth Cardoso,Boaçava,Alto de Pinheiros,Brasil,05477-902,1784,EURECA 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,1787,GRUGIRO 
BarraShoppingSul,300,Avenida Diário de Notícias,Cristal,Porto Alegre,Brasil,90810-080,1792,ASASS 
Rua Esculápio,,Rio de Janeiro,Rio de Janeiro,23042-500,Brasil,23042-500,1799,SARIVIGIMZI 
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,1801,ZIPU 
525,,Rio Branco,Porto Alegre,Rio Grande do Sul,Brasil,90630-160,1804,RIRAI CISAMZI 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,1814,I CISI DA PRUSI 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,1816,RUGI CICIU SZIS 
Rua Felisbela Gonçalves,,Vila Formosa,São Paulo,São Paulo,Brasil,03342-900,1820,PIRPALA 
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,1822,PIRPALA 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,1833,ZUS 
Hospital Sancta Maggiore Paraíso,1137,Rua Maestro Cardim,Bela Vista,Vila Mariana,Brasil,01323-001,1835,PASCIAMU 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,1842,TRAPRAM POI 
Rua Esculápio,,Rio de Janeiro,Rio de Janeiro,23042-500,Brasil,23042-500,1844,RUGI SMIRU CICIU SZIS 
BarraShoppingSul,300,Avenida Diário de Notícias,Cristal,Porto Alegre,Brasil,90810-080,1852,PILIMCUIOU 
Hotel Ramada,19021,Avenida das Américas,Recreio dos Bandeirantes,Rio de Janeiro,Brasil,22790-703,1855,CRICS 
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,1867,CUMOIARAS 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,1872,CUMOIARAS 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,1873,CUMOIARAS QUAISQA 
Hospital Sancta Maggiore Paraíso,1137,Rua Maestro Cardim,Bela Vista,Vila Mariana,Brasil,01323-001,1874,CUMOIARAS 
Hospital Sancta Maggiore Paraíso,1137,Rua Maestro Cardim,Bela Vista,Vila Mariana,Brasil,01323-001,1875,CUMOIARAS 
Avenida Luís Carlos Prestes,,Rio de Janeiro,Rio de Janeiro,22640-120,Brasil,22640-120,1881,CUMOIARAS 
Avenida Luís Carlos Prestes,,Rio de Janeiro,Rio de Janeiro,22640-120,Brasil,22640-120,1882,CUMOIARAS QUAISQA MO 
Rua Itacaiúna,,São Paulo,São Paulo,05716-150,Brasil,05716-150,1883,CIPIOURMU 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,1888,ZIVIAIMIS 
Shopping Villa Lobos,4777,Avenida Doutora Ruth Cardoso,Boaçava,Alto de Pinheiros,Brasil,05477-902,1899,VPUIUMO 
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,1910,ARIGAMIRAUR 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,1911,USPIRMU FAMI SMIRU 
Hotel Ramada,19021,Avenida das Américas,Recreio dos Bandeirantes,Rio de Janeiro,Brasil,22790-703,1914,PIRMI DA SIPIR 
525,,Rio Branco,Porto Alegre,Rio Grande do Sul,Brasil,90630-160,1923,GUIAPUCI PURGUR 
Avenida Luís Carlos Prestes,,Rio de Janeiro,Rio de Janeiro,22640-120,Brasil,22640-120,1924,VIMS 
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,1925,I PIMACIRAI 
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,1926,META EASSU PURUMACU 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,1928,SIZMUO RICAUMS 
Avenida Luís Carlos Prestes,,Rio de Janeiro,Rio de Janeiro,22640-120,Brasil,22640-120,1930,USPUMUI CIRAICI 
Rua Itacaiúna,,São Paulo,São Paulo,05716-150,Brasil,05716-150,1940,PAMACIS 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,1964,LUEMIS MOIM 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,1967,RIRIMI 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,1981,LIFM 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,1984,SUSZAIGA 
Avenida Luís Carlos Prestes,,Rio de Janeiro,Rio de Janeiro,22640-120,Brasil,22640-120,1987,PIRPALA 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,1992,CZALLA PUIMS 
Rua Esculápio,,Rio de Janeiro,Rio de Janeiro,23042-500,Brasil,23042-500,1996,META EASSU PURUMACU 
Botafogo Praia Shopping,400,Praia de Botafogo,Botafogo,Rio de Janeiro,Brasil,22250-040,1997,META EASSU PURUMACU 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,1999,META EASSU PURUMACU 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,2002,META EASSU PURUMACU 
Botafogo Praia Shopping,400,Praia de Botafogo,Botafogo,Rio de Janeiro,Brasil,22250-040,2006,LUVAES 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,2007,ZIVIMUI 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,2008,META EASSU PURUMACU 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,2012,EURECA 
Rua Itacaiúna,,São Paulo,São Paulo,05716-150,Brasil,05716-150,2013,EURECA 
Avenida Luís Carlos Prestes,,Rio de Janeiro,Rio de Janeiro,22640-120,Brasil,22640-120,2014,EURECA 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,2026,LU EUPAIMAR 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,2028,CZALLA PUIMS 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,2036,SUSZAIGA 
Shopping Vila Olímpia,360,Rua Olimpíadas,Vila Olímpia,Itaim Bibi,Brasil,04551-000,2037,LUVAES 
Rua Itacaiúna,,São Paulo,São Paulo,05716-150,Brasil,05716-150,2043,IRUZZI 
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,2047,LUVAS 
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,2049,SIRLE MUMUAS 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,2050,IRUZZI 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,2052,AERUIR  
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,2055,SIMUI LIMOI 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,2060,FIPRACI EA MPECILIMU 
Festval Silva Jardim,,Rebouças,Curitiba,Paraná,Brasil,80230-000,2061,FIPRACI EA MPECILIMU 
Rua Itacaiúna,,São Paulo,São Paulo,05716-150,Brasil,05716-150,2070,PA PISACI 
Shopping Villa Lobos,4777,Avenida Doutora Ruth Cardoso,Boaçava,Alto de Pinheiros,Brasil,05477-902,2073,PIMOURI 
Festval Silva Jardim,,Rebouças,Curitiba,Paraná,Brasil,80230-000,2074,PUPALU RAS 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,2078,MIRMUVAVI
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,2079,ARIGAMIRAUR 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,2080,SIRGU PASMPEOL 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,2097,CICIU SZIS 
Shopping Villa Lobos,4777,Avenida Doutora Ruth Cardoso,Boaçava,Alto de Pinheiros,Brasil,05477-902,2109,ZIVIAIMIS 
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,2110,CRAIRAGIS 
Rua Esculápio,,Rio de Janeiro,Rio de Janeiro,23042-500,Brasil,23042-500,2112,PIMRIMA 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,2118,ZIPU 
