street,number,neighborhood,city,state,country,zipcode,store_id,store_name
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,2136,CAI RIRAMARI 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,2137,RUSURVI 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,2138,QUAGSALVUR 
Rua Dianópolis,,Mooca,São Paulo,São Paulo,Brasil,03127-060,2139,EAVAMI FIGOI 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,2142,ILZI I TRAPRIS 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,2149,VUG U LUV 
Rua Itacaiúna,,São Paulo,São Paulo,05716-150,Brasil,05716-150,2150,IRMU UR RUMILZIS 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,2156,RO PISMUAS 
Shopping Vila Olímpia,360,Rua Olimpíadas,Vila Olímpia,Itaim Bibi,Brasil,04551-000,2161,EAVAMI FIGOI 
Hospital Sancta Maggiore Paraíso,1137,Rua Maestro Cardim,Bela Vista,Vila Mariana,Brasil,01323-001,2167,CIPIOURMU 
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,2168,IMICIPRA 
Rua Itacaiúna,,São Paulo,São Paulo,05716-150,Brasil,05716-150,2169,AMACI RAMIMA 
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,2170,SIZMUO RICAUMS 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,2181,LILI CISRUMACS 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,2188,RO PISMUAS 
Festval Silva Jardim,,Rebouças,Curitiba,Paraná,Brasil,80230-000,2189,RO PISMUAS 
Shopping Villa Lobos,4777,Avenida Doutora Ruth Cardoso,Boaçava,Alto de Pinheiros,Brasil,05477-902,2193,RIOPULLAMU 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,2198,AZASSARI 
Avenida Embaixador Abelardo Bueno,,Rio de Janeiro,Rio de Janeiro,22775-039,Brasil,22775-039,2211,IMRISFURI SPIRM MUMRAMAIM 
Botafogo Praia Shopping,400,Praia de Botafogo,Botafogo,Rio de Janeiro,Brasil,22250-040,2216,PAMACIS 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,2221,MUG 
Festval Silva Jardim,,Rebouças,Curitiba,Paraná,Brasil,80230-000,2229,MUG 
Delboni,,Jardim Parque Morumbi,Vila Andrade,São Paulo,Brasil,05716-150,2233,MAP MIP 
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,2244,PUGUM 
Avenida Luís Carlos Prestes,,Rio de Janeiro,Rio de Janeiro,22640-120,Brasil,22640-120,2249,EU POI MI ILRIMI 
Festval Silva Jardim,,Rebouças,Curitiba,Paraná,Brasil,80230-000,2257,LOI CISROMACIS 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,2260,CZALLA PUIMS 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,2261,LOI CISROMACIS 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,2264,MAP MIP 
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,2267,SIZ DA IMIA 
,,,,,,,2270,LIGGAPLUS
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,2274,LILI CISRUMACS 
Avenida Luís Carlos Prestes,,Rio de Janeiro,Rio de Janeiro,22640-120,Brasil,22640-120,2275,LILI CISRUMACS 
Shopping Vila Olímpia,360,Rua Olimpíadas,Vila Olímpia,Itaim Bibi,Brasil,04551-000,2276,LILI CISRUMACS 
,,,,,,,2278,IPA EMUOU 
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,2292,AIEMAMIMU IU PRUSEM
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,2306,ZIVIAIMIS 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,2311,PAGAES 
BarraShoppingSul,300,Avenida Diário de Notícias,Cristal,Porto Alegre,Brasil,90810-080,2313,IPALUPAES 
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,2317,SIRSUMG 
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,2326,CLUPU RULASSI 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,2354,RIOIAMRUEUA
Rua Pelotas,,Vila Mariana,São Paulo,São Paulo,Brasil,04012-906,2355,URPARAI IEUGI PULIMIS 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,2356,CAI RIRAMARI 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,2390,SIRLE MUMUAS 
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,2398,EAVAMI FIGOI 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,2400,CLUPU RULASSI 
Festval Silva Jardim,,Rebouças,Curitiba,Paraná,Brasil,80230-000,2403,CLUPU RULASSI 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,2404,CLUPU RULASSI 
Rua Esculápio,,Rio de Janeiro,Rio de Janeiro,23042-500,Brasil,23042-500,2413,RE GULIMURAI 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,2414,CAI DA PUERI 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,2425,CMS 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,2429,PUPALU RAS MUI 
Festval Silva Jardim,,Rebouças,Curitiba,Paraná,Brasil,80230-000,2432,MUMUO PIVIRAIM 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,2433,MUMUO PIVIRAIM 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,2434,MZU PIEO SZIP 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,2436,ZURAMG GAES 
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,2439,PAZZI ZUM 
Norte Shopping,,Engenho de Dentro,Rio de Janeiro,Rio de Janeiro,Brasil,20771-310,2447,CISIS PUERI 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,2451,SUSMAMA 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,2459,EUCI SGAM 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,2463,RIRG LISUR PURSIMILAMO 
Shopping Vila Olímpia,360,Rua Olimpíadas,Vila Olímpia,Itaim Bibi,Brasil,04551-000,2465,CIMSMIMCU 
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,2466,LUVAES 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,2468,AIEMAMIMU IU PRUSEM
215,,Portão,Curitiba,Paraná,Brasil,80610-010,2471,SIRSUMG 
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,2479,IRUZZI 
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,2480,CLUPU RULASSI 
Rua Itacaiúna,,São Paulo,São Paulo,05716-150,Brasil,05716-150,2482,LICISMU 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,2489,CIRACIOU 
Rua Esculápio,,Rio de Janeiro,Rio de Janeiro,23042-500,Brasil,23042-500,2500,CEI 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,2505,IRUZZI 
Shopping Villa Lobos,4777,Avenida Doutora Ruth Cardoso,Boaçava,Alto de Pinheiros,Brasil,05477-902,2518,EUCI SGAM QUAISQA 
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,2529,EUCI SGAM 
Rua Esculápio,,Rio de Janeiro,Rio de Janeiro,23042-500,Brasil,23042-500,2541,GIMA 
Avenida Luís Carlos Prestes,,Rio de Janeiro,Rio de Janeiro,22640-120,Brasil,22640-120,2542,EUCI SGAM 
Avenida Luís Carlos Prestes,,Rio de Janeiro,Rio de Janeiro,22640-120,Brasil,22640-120,2543,EUCI SGAM 
Rua Felisbela Gonçalves,,Vila Formosa,São Paulo,São Paulo,Brasil,03342-900,2545,EUCI SGAM 
Rua Esculápio,,Rio de Janeiro,Rio de Janeiro,23042-500,Brasil,23042-500,2559,PIARU 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,2583,PRURAIMUI 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,2587,PEC PILIS 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,2595,USPIRMU FAMI SMIRU 
Shopping Villa Lobos,4777,Avenida Doutora Ruth Cardoso,Boaçava,Alto de Pinheiros,Brasil,05477-902,2604,GIPUMZIGUM 
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,2640,CZALLA PUIMS 
Delboni,,Jardim Parque Morumbi,Vila Andrade,São Paulo,Brasil,05716-150,2645,GRIME CRU 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,2658,LUI CISRUMACIS 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,2661,RALGLIMEAI 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,2664,ZIVIMUI 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,2700,MZU SUACU LIP 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,2703,MPECILIMUS PRISEMCICIU 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,2710,ZIVIAIMIS 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,2730,TRAF VURGO 
Avenida Adalgisa Colombo,,Barra Olímpica,Rio de Janeiro,Rio de Janeiro,Brasil,22775-039,2732,RO PRISMAUS 
Rua Esculápio,,Rio de Janeiro,Rio de Janeiro,23042-500,Brasil,23042-500,2734,PALLO MZU GRALA
Rua Esculápio,,Rio de Janeiro,Rio de Janeiro,23042-500,Brasil,23042-500,2749,PALLO PURGAR 
Shopping Vila Olímpia,360,Rua Olimpíadas,Vila Olímpia,Itaim Bibi,Brasil,04551-000,2754,IMO IMO 
Rua Felisbela Gonçalves,,Vila Formosa,São Paulo,São Paulo,Brasil,03342-900,2756,IMO IMO 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,2764,RUG ICUSSIRAIS AMFIMUAS 
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,2785,GIPUMZIGUM 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,2800,LIVAM 
Delboni,,Jardim Parque Morumbi,Vila Andrade,São Paulo,Brasil,05716-150,2812,EAVAMI FIGOI 
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,2816,IMO IMO 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,2836,RO COIGAUS 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,2861,CISI PIUEUEMI 
BarraShoppingSul,300,Avenida Diário de Notícias,Cristal,Porto Alegre,Brasil,90810-080,2863,URPIRAI USSUMZI 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,2872,RALGLIMEAI 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,2888,CISI PIUEUEMI 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,2891,CISAMZI LIVURS 
Festval Silva Jardim,,Rebouças,Curitiba,Paraná,Brasil,80230-000,2894,LIVAIM 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,2904,OUMZIZ 
BarraShoppingSul,300,Avenida Diário de Notícias,Cristal,Porto Alegre,Brasil,90810-080,2908,IPALUPAES ERAMGS 
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,2917,RIOPULLAMU 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,2933,CISI PIUEUEMI 
Festval Silva Jardim,,Rebouças,Curitiba,Paraná,Brasil,80230-000,2948,GUIRGUES 
Rua Felisbela Gonçalves,,Vila Formosa,São Paulo,São Paulo,Brasil,03342-900,2954,MICI PULA
Avenida Luís Carlos Prestes,,Rio de Janeiro,Rio de Janeiro,22640-120,Brasil,22640-120,2955,MICI PULA
Botafogo Praia Shopping,400,Praia de Botafogo,Botafogo,Rio de Janeiro,Brasil,22250-040,2956,MICI PULA
Avenida Adalgisa Colombo,,Barra Olímpica,Rio de Janeiro,Rio de Janeiro,Brasil,22775-039,2958,MICI PULA
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,2959,MICI PULA
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,2960,MICI PULA
Hospital Sancta Maggiore Paraíso,1137,Rua Maestro Cardim,Bela Vista,Vila Mariana,Brasil,01323-001,2962,MICI PULA
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,2963,MICI PULA
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,2964,MICI PULA
Rua Esculápio,,Rio de Janeiro,Rio de Janeiro,23042-500,Brasil,23042-500,2971,AR FAM 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,2980,SUSZAIGA 
Festval Silva Jardim,,Rebouças,Curitiba,Paraná,Brasil,80230-000,3000,PIUARUR 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,3001,RULMACIASIS 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,3008,FRUG FRIZUM 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,3012,CISI PIUEUEMI 
Botafogo Praia Shopping,400,Praia de Botafogo,Botafogo,Rio de Janeiro,Brasil,22250-040,3016,RO PRISMAUS 
Rua Felisbela Gonçalves,,Vila Formosa,São Paulo,São Paulo,Brasil,03550-100,3019,CISI PIUEUEMI 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,3021,CISI PILIME 
Avenida Adalgisa Colombo,,Barra Olímpica,Rio de Janeiro,Rio de Janeiro,Brasil,22775-039,3048,CRUPULICOS 
Rua Felisbela Gonçalves,,Vila Formosa,São Paulo,São Paulo,Brasil,03550-100,3060,PIGUE PIPACO 
1048,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01323-001,3062,CISI PIUEUEMI 
Rua Alberto Samuel Mercante,,Rio de Janeiro,Rio de Janeiro,22775-900,Brasil,22775-900,3063,RIARIMUA
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,3068,PIGUE PIPACO 
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,3070,PIGUE PIPACO 
Rua Itacaiúna,,São Paulo,São Paulo,05716-150,Brasil,05716-150,3071,PIGUE PIPACO 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,3077,PIP RU 
Hospital Sancta Maggiore Paraíso,1137,Rua Maestro Cardim,Bela Vista,Vila Mariana,Brasil,01323-001,3091,PIGUE PIPACO 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,3097,PIGUE PIPACO 
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,3105,PIGUE PIPACO 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,3117,PIPS 
Rua Alberto Samuel Mercante,,Rio de Janeiro,Rio de Janeiro,22775-900,Brasil,22775-900,3128,GAMGS 
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,3162,RULMACIASIS 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,3172,ZIVIMUI 
Rua Esculápio,,Rio de Janeiro,Rio de Janeiro,23042-500,Brasil,23042-500,3182,MAR 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,3183,MAR 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,3185,MAR 
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,3218,RUG ICUSSIRAIS AMFIMUAS 
Rua Alberto Samuel Mercante,,Rio de Janeiro,Rio de Janeiro,22775-900,Brasil,22775-900,3222,PIRMI DA SIPIR 
Festval Silva Jardim,,Rebouças,Curitiba,Paraná,Brasil,80230-000,3230,SUSZA OIRI 
Shopping Vila Olímpia,360,Rua Olimpíadas,Vila Olímpia,Itaim Bibi,Brasil,04551-000,3254,PIMOURUA
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,3265,EAVAMI FIGOI 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,3279,SALITO 
Delboni,,Jardim Parque Morumbi,Vila Andrade,São Paulo,Brasil,05716-150,3284,MZU PIEO SZIP 
1048,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01323-001,3285,MZU PIEO SZIP 
Rua Felisbela Gonçalves,,Vila Formosa,São Paulo,São Paulo,Brasil,03550-100,3296,PRAGIEURAI 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,3322,USPIMI RUPRI MUGRI 
BarraShoppingSul,300,Avenida Diário de Notícias,Cristal,Porto Alegre,Brasil,90810-080,3324,LIS RUS 
Rua Dianópolis,,Mooca,São Paulo,São Paulo,Brasil,03127-060,3325,META EASSU PURUMACU 
Delboni,,Jardim Parque Morumbi,Vila Andrade,São Paulo,Brasil,05716-150,3365,RIOPULLAMU 
Shopping Vila Olímpia,360,Rua Olimpíadas,Vila Olímpia,Itaim Bibi,Brasil,04551-000,3370,PUGUM 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,3388,SURIMRI 
Rua Alberto Samuel Mercante,,Rio de Janeiro,Rio de Janeiro,22775-900,Brasil,22775-900,3393,UV LAMU 
Rua Engenheiro Enaldo Cravo Peixoto,,Rio de Janeiro,Rio de Janeiro,20530-230,Brasil,20530-230,3394,UV LAMU 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,3401,FRUEOU 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,3402,FRUEOU 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,3403,FRUEOU 
Festval Silva Jardim,,Rebouças,Curitiba,Paraná,Brasil,80230-000,3404,FRUEOU 
Morumbi Shopping,1089,Avenida Roque Petroni Júnior,Santo Amaro,São Paulo,Brasil,04707-900,3405,PAMOIPIMG 
Rua Alberto Samuel Mercante,,Rio de Janeiro,Rio de Janeiro,22775-900,Brasil,22775-900,3406,QUAGSALVUR 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,3412,RO PISMUAS 
1048,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01323-001,3418,IMACIS CIRIA
Botafogo Praia Shopping,400,Praia de Botafogo,Botafogo,Rio de Janeiro,Brasil,22250-040,3420,MZU PIEO SZIP 
Aguiarcycles,1092,Rua Mariante,Rio Branco,Porto Alegre,Brasil,90420-150,3422,EURECA 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,3432,RIOPULLAMU 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,3433,GRIME CRU 
Rua Dianópolis,,Mooca,São Paulo,São Paulo,Brasil,03127-060,3434,I PIMACIRAI 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,3450,GIMAMI 
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,3451,PUGUM 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,3460,CIRIOURI PURGAR 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,3468,RIVUMOI MRIMUIRAI 
Hospital Sancta Maggiore Paraíso,1137,Rua Maestro Cardim,Bela Vista,Vila Mariana,Brasil,01323-001,3490,IMO IMO 
Rua Itacaiúna,,São Paulo,São Paulo,05716-150,Brasil,05716-150,3491,IMO IMO 
Ponto de Táxi Shopping Santa Cruz,2560,Rua Domingos de Morais,Vila Mariana,São Paulo,Brasil,04036-000,3492,IMO IMO 
Mooca Plaza Shopping,313,Rua Capitão Pacheco e Chaves,Mooca,Vila Prudente,Brasil,03126-000,3493,IMO IMO 
Shopping Cidade São Paulo,,Morro dos Ingleses,Bela Vista,São Paulo,Brasil,01405-000,3497,IMO IMO 
Tietê Plaza Shopping,1465,Avenida Raimundo Pereira de Magalhães,Grand Reserva Paulista,Pirituba,Brasil,05913-000,3498,IMO IMO 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,3500,MIA 
Rua Esculápio,,Rio de Janeiro,Rio de Janeiro,23042-500,Brasil,23042-500,3509,GASSA 
Avenida Dom Hélder Câmara,,Rio de Janeiro,Rio de Janeiro,20771-310,Brasil,20771-310,3510,PAIRUMOU 
215,,Portão,Curitiba,Paraná,Brasil,80610-010,3512,GOI SIPIMUSU 
Rua Esculápio,,Rio de Janeiro,Rio de Janeiro,23042-500,Brasil,23042-500,3528,ZIM M MUMEUR 
Shopping Curitiba,2300,Rua Brigadeiro Franco,Centro,Curitiba,Brasil,80250-130,3530,PRIMI U IRMU 
Hospital Sancta Maggiore Paraíso,1137,Rua Maestro Cardim,Bela Vista,Vila Mariana,Brasil,01323-001,3535,CZALLA PUIMS 
Park Shopping Barigüi,,Mossunguê,Curitiba,Paraná,Brasil,80740-050,3541,SUGIR PIGURO 
